Date,team,opponent,opponent_rank
2008-09-21,New Orleans,Denver,4
2008-09-21,Detroit,San Francisco,21
2008-09-21,LA Rams,Seattle,30
2008-09-21,Pittsburgh,Philadelphia,3
2008-09-21,Indianapolis,Jacksonville,20
2008-09-21,Cleveland,Baltimore,14
2008-09-21,Green Bay,Dallas,7
2008-09-28,NY Jets,LA Chargers,11
2008-09-28,Denver,Kansas City,30
2008-09-28,Houston,Jacksonville,21
2008-09-28,Arizona,NY Jets,27
2008-09-28,Green Bay,Tampa Bay,8
2008-09-28,Cincinnati,Cleveland,29
2008-09-28,Minnesota,Tennessee,2
2008-09-28,San Francisco,New Orleans,17
2008-09-28,Atlanta,Carolina,18
2008-09-28,LA Rams,Buffalo,7
2008-09-28,Las Vegas,LA Chargers,11
2008-09-28,Dallas,Washington,15
2008-09-28,Philadelphia,Chicago,12
2008-10-05,Baltimore,Pittsburgh,9
2008-10-05,Houston,Indianapolis,25
2008-10-05,Green Bay,Atlanta,17
2008-10-05,Baltimore,Tennessee,1
2008-10-05,Detroit,Chicago,8
2008-10-05,Seattle,NY Giants,5
2008-10-05,LA Chargers,Miami,19
2008-10-05,Philadelphia,Washington,14
2008-10-05,Kansas City,Carolina,13
2008-10-05,Tampa Bay,Denver,11
2008-10-05,San Francisco,New England,24
2008-10-05,Cincinnati,Dallas,4
2008-10-05,Buffalo,Arizona,15
2008-10-05,Jacksonville,Pittsburgh,9
2008-10-12,New Orleans,Minnesota,19
2008-10-12,Miami,Houston,28
2008-10-12,Baltimore,Indianapolis,23
2008-10-12,Las Vegas,New Orleans,16
2008-10-12,Chicago,Atlanta,17
2008-10-12,Carolina,Tampa Bay,8
2008-10-12,Cincinnati,NY Jets,18
2008-10-12,Washington,LA Rams,32
2008-10-12,Detroit,Minnesota,19
2008-10-12,Denver,Jacksonville,22
2008-10-12,Dallas,Arizona,6
2008-10-12,San Francisco,Philadelphia,7
2008-10-12,Seattle,Green Bay,20
2008-10-12,New England,LA Chargers,10
2008-10-19,NY Giants,Cleveland,23
2008-10-19,Kansas City,Tennessee,2
2008-10-19,Dallas,LA Rams,32
2008-10-19,San Francisco,NY Giants,5
2008-10-19,LA Chargers,Buffalo,14
2008-10-19,Miami,Baltimore,22
2008-10-19,Minnesota,Chicago,3
2008-10-19,New Orleans,Carolina,11
2008-10-19,Cincinnati,Pittsburgh,10
2008-10-19,Detroit,Houston,26
2008-10-19,NY Jets,Las Vegas,28
2008-10-19,Indianapolis,Green Bay,15
2008-10-19,Cleveland,Washington,12
2008-10-19,Seattle,Tampa Bay,1
2008-10-26,Denver,New England,17
2008-10-26,Atlanta,Philadelphia,6
2008-10-26,LA Rams,New England,17
2008-10-26,Las Vegas,Baltimore,16
2008-10-26,Tampa Bay,Dallas,12
2008-10-26,Detroit,Washington,13
2008-10-26,Arizona,Carolina,7
2008-10-26,Kansas City,NY Jets,18
2008-10-26,Buffalo,Miami,22
2008-10-26,LA Chargers,New Orleans,15
2008-10-26,Cincinnati,Houston,25
2008-10-26,Jacksonville,Cleveland,23
2008-10-26,San Francisco,Seattle,28
2008-10-26,Pittsburgh,NY Giants,5
2008-11-02,Indianapolis,Tennessee,1
2008-11-02,LA Rams,Arizona,8
2008-11-02,Buffalo,NY Jets,22
2008-11-02,Green Bay,Tennessee,1
2008-11-02,Cleveland,Baltimore,12
2008-11-02,Detroit,Chicago,4
2008-11-02,Jacksonville,Cincinnati,30
2008-11-02,Kansas City,Tampa Bay,5
2008-11-02,Houston,Minnesota,21
2008-11-02,Denver,Miami,18
2008-11-02,Las Vegas,Atlanta,16
2008-11-02,Dallas,NY Giants,2
2008-11-02,Seattle,Philadelphia,3
2008-11-02,New England,Indianapolis,19
2008-11-09,Washington,Pittsburgh,4
2008-11-09,Cleveland,Denver,25
2008-11-09,Chicago,Tennessee,1
2008-11-09,Houston,Baltimore,10
2008-11-09,Buffalo,New England,18
2008-11-09,Detroit,Jacksonville,22
2008-11-09,New Orleans,Atlanta,11
2008-11-09,LA Rams,NY Jets,15
2008-11-09,Seattle,Miami,14
2008-11-09,Green Bay,Minnesota,20
2008-11-09,Las Vegas,Carolina,8
2008-11-09,Kansas City,LA Chargers,12
2008-11-09,Pittsburgh,Indianapolis,21
2008-11-09,Philadelphia,NY Giants,2
2008-11-16,San Francisco,Arizona,8
2008-11-16,New England,NY Jets,9
2008-11-16,Kansas City,New Orleans,18
2008-11-16,Las Vegas,Miami,15
2008-11-16,Minnesota,Tampa Bay,7
2008-11-16,Atlanta,Denver,24
2008-11-16,Baltimore,NY Giants,2
2008-11-16,Chicago,Green Bay,12
2008-11-16,Houston,Indianapolis,14
2008-11-16,Detroit,Carolina,6
2008-11-16,Cincinnati,Philadelphia,3
2008-11-16,LA Rams,San Francisco,27
2008-11-16,Seattle,Arizona,8
2008-11-16,Jacksonville,Tennessee,1
2008-11-16,LA Chargers,Pittsburgh,4
2008-11-16,Washington,Dallas,19
2008-11-23,Buffalo,Cleveland,23
2008-11-23,Cincinnati,Pittsburgh,3
2008-11-23,LA Rams,Chicago,13
2008-11-23,Kansas City,Buffalo,22
2008-11-23,Tennessee,NY Jets,10
2008-11-23,Philadelphia,Baltimore,9
2008-11-23,Miami,New England,17
2008-11-23,San Francisco,Dallas,16
2008-11-23,Detroit,Tampa Bay,6
2008-11-23,Cleveland,Houston,25
2008-11-23,Jacksonville,Minnesota,19
2008-11-23,Denver,Las Vegas,30
2008-11-23,Carolina,Atlanta,11
2008-11-23,Arizona,NY Giants,2
2008-11-23,Seattle,Washington,21
2008-11-23,LA Chargers,Indianapolis,15
2008-11-30,Green Bay,New Orleans,11
2008-11-30,Detroit,Tennessee,2
2008-11-30,Seattle,Dallas,13
2008-11-30,Arizona,Philadelphia,7
2008-11-30,LA Rams,Miami,21
2008-11-30,Buffalo,San Francisco,26
2008-11-30,New Orleans,Tampa Bay,6
2008-11-30,Green Bay,Carolina,9
2008-11-30,Cincinnati,Baltimore,3
2008-11-30,Cleveland,Indianapolis,17
2008-11-30,Washington,NY Giants,1
2008-11-30,LA Chargers,Atlanta,10
2008-11-30,New England,Pittsburgh,5
2008-11-30,Las Vegas,Kansas City,30
2008-11-30,NY Jets,Denver,25
2008-11-30,Chicago,Minnesota,18
2008-12-07,Jacksonville,Houston,23
2008-12-07,Las Vegas,LA Chargers,13
2008-12-07,Atlanta,New Orleans,11
2008-12-07,Jacksonville,Chicago,17
2008-12-07,Cincinnati,Indianapolis,14
2008-12-07,Green Bay,Houston,23
2008-12-07,Detroit,Minnesota,12
2008-12-07,Cleveland,Tennessee,2
2008-12-07,NY Giants,Philadelphia,6
2008-12-07,Kansas City,Denver,25
2008-12-07,NY Jets,San Francisco,26
2008-12-07,Buffalo,Miami,21
2008-12-07,Seattle,New England,18
2008-12-07,LA Rams,Arizona,16
2008-12-07,Dallas,Pittsburgh,4
2008-12-07,Washington,Baltimore,3
2008-12-14,Tampa Bay,Carolina,6
2008-12-14,New Orleans,Chicago,17
2008-12-14,LA Rams,Seattle,27
2008-12-14,Kansas City,LA Chargers,15
2008-12-14,Buffalo,NY Jets,12
2008-12-14,Detroit,Indianapolis,9
2008-12-14,Tampa Bay,Atlanta,8
2008-12-14,Washington,Cincinnati,30
2008-12-14,San Francisco,Miami,19
2008-12-14,Green Bay,Jacksonville,25
2008-12-14,Tennessee,Houston,20
2008-12-14,Arizona,Minnesota,13
2008-12-14,Las Vegas,New England,18
2008-12-14,Baltimore,Pittsburgh,4
2008-12-14,Denver,Carolina,6
2008-12-14,NY Giants,Dallas,16
2008-12-21,Cleveland,Philadelphia,5
2008-12-21,Jacksonville,Indianapolis,9
2008-12-21,Dallas,Baltimore,2
2008-12-21,Kansas City,Miami,19
2008-12-21,LA Rams,San Francisco,26
2008-12-21,Pittsburgh,Tennessee,1
2008-12-21,Arizona,New England,17
2008-12-21,Tampa Bay,LA Chargers,16
2008-12-21,Cleveland,Cincinnati,30
2008-12-21,Detroit,New Orleans,12
2008-12-21,Houston,Las Vegas,29
2008-12-21,NY Jets,Seattle,27
2008-12-21,Denver,Buffalo,21
2008-12-21,Minnesota,Atlanta,10
2008-12-21,Philadelphia,Washington,22
2008-12-21,Carolina,NY Giants,3
2008-12-28,Green Bay,Chicago,16
2008-12-28,Buffalo,New England,9
2008-12-28,Tampa Bay,Las Vegas,28
2008-12-28,Detroit,Green Bay,14
2008-12-28,Cleveland,Pittsburgh,4
2008-12-28,Tennessee,Indianapolis,10
2008-12-28,LA Rams,Atlanta,8
2008-12-28,Kansas City,Cincinnati,30
2008-12-28,New Orleans,Carolina,6
2008-12-28,Chicago,Houston,21
2008-12-28,NY Giants,Minnesota,13
2008-12-28,Seattle,Arizona,20
2008-12-28,Washington,San Francisco,25
2008-12-28,Dallas,Philadelphia,5
2008-12-28,Jacksonville,Baltimore,2
2008-12-28,NY Jets,Miami,18
2008-12-28,Denver,LA Chargers,11
2009-01-04,Atlanta,Arizona,19
2009-01-04,Indianapolis,LA Chargers,7
2009-01-04,Miami,Baltimore,1
2009-01-04,Minnesota,Philadelphia,5
2009-01-11,Tennessee,Baltimore,1
2009-01-11,Carolina,Arizona,17
2009-01-11,NY Giants,Philadelphia,3
2009-01-11,LA Chargers,Pittsburgh,2
2009-01-18,Philadelphia,Arizona,17
2009-01-18,Baltimore,Pittsburgh,3
2009-02-01,Arizona,Pittsburgh,2
2007-09-09,New Orleans,Indianapolis,1
2007-09-09,LA Rams,Carolina,27
2007-09-09,Atlanta,Minnesota,17
2007-09-09,Buffalo,Denver,8
2007-09-09,Philadelphia,Green Bay,10
2007-09-09,Miami,Washington,28
2007-09-09,NY Jets,New England,16
2007-09-09,Cleveland,Pittsburgh,21
2007-09-09,Jacksonville,Tennessee,11
2007-09-09,Kansas City,Houston,30
2007-09-09,Las Vegas,Detroit,9
2007-09-09,Chicago,LA Chargers,24
2007-09-09,Tampa Bay,Seattle,26
2007-09-09,NY Giants,Dallas,7
2007-09-16,Baltimore,Cincinnati,12
2007-09-16,Arizona,San Francisco,18
2007-09-16,LA Rams,San Francisco,18
2007-09-16,Buffalo,Pittsburgh,1
2007-09-16,Carolina,Houston,7
2007-09-16,Tennessee,Indianapolis,2
2007-09-16,New Orleans,Tampa Bay,25
2007-09-16,Cincinnati,Cleveland,32
2007-09-16,NY Giants,Green Bay,14
2007-09-16,Atlanta,Jacksonville,22
2007-09-16,Seattle,Arizona,17
2007-09-16,Miami,Dallas,10
2007-09-16,Minnesota,Detroit,4
2007-09-16,NY Jets,Baltimore,21
2007-09-16,Las Vegas,Denver,13
2007-09-16,Kansas City,Chicago,24
2007-09-16,LA Chargers,New England,3
2007-09-23,Philadelphia,Washington,10
2007-09-23,Minnesota,Kansas City,25
2007-09-23,Arizona,Baltimore,18
2007-09-23,Buffalo,New England,2
2007-09-23,Detroit,Philadelphia,21
2007-09-23,Miami,NY Jets,30
2007-09-23,San Francisco,Pittsburgh,1
2007-09-23,LA Rams,Tampa Bay,16
2007-09-23,LA Chargers,Green Bay,6
2007-09-23,Houston,Indianapolis,3
2007-09-23,Denver,Jacksonville,20
2007-09-23,Cincinnati,Seattle,9
2007-09-23,Cleveland,Las Vegas,23
2007-09-23,Atlanta,Carolina,13
2007-09-23,Washington,NY Giants,31
2007-09-23,Chicago,Dallas,5
2007-09-30,New Orleans,Tennessee,8
2007-09-30,Houston,Atlanta,29
2007-09-30,LA Rams,Dallas,3
2007-09-30,NY Jets,Buffalo,31
2007-09-30,Baltimore,Cleveland,25
2007-09-30,Chicago,Detroit,20
2007-09-30,Minnesota,Green Bay,5
2007-09-30,Miami,Las Vegas,26
2007-09-30,San Francisco,Seattle,11
2007-09-30,Carolina,Tampa Bay,9
2007-09-30,Pittsburgh,Arizona,16
2007-09-30,LA Chargers,Kansas City,24
2007-09-30,Denver,Indianapolis,4
2007-09-30,Philadelphia,NY Giants,22
2007-10-07,Cincinnati,New England,1
2007-10-07,Kansas City,Jacksonville,12
2007-10-07,NY Jets,NY Giants,15
2007-10-07,Seattle,Pittsburgh,3
2007-10-07,Cleveland,New England,1
2007-10-07,LA Rams,Arizona,13
2007-10-07,Detroit,Washington,14
2007-10-07,Miami,Houston,9
2007-10-07,New Orleans,Carolina,18
2007-10-07,Atlanta,Tennessee,8
2007-10-07,Tampa Bay,Indianapolis,4
2007-10-07,San Francisco,Baltimore,21
2007-10-07,Denver,LA Chargers,25
2007-10-07,Green Bay,Chicago,27
2007-10-14,Buffalo,Dallas,3
2007-10-14,Cincinnati,Kansas City,20
2007-10-14,NY Jets,Philadelphia,11
2007-10-14,LA Rams,Baltimore,19
2007-10-14,Chicago,Minnesota,15
2007-10-14,Washington,Green Bay,5
2007-10-14,Tennessee,Tampa Bay,10
2007-10-14,Houston,Jacksonville,9
2007-10-14,Miami,Cleveland,22
2007-10-14,Arizona,Carolina,17
2007-10-14,Las Vegas,LA Chargers,13
2007-10-14,Dallas,New England,1
2007-10-14,Seattle,New Orleans,31
2007-10-21,Atlanta,NY Giants,9
2007-10-21,Baltimore,Buffalo,29
2007-10-21,Arizona,Washington,7
2007-10-21,Miami,New England,1
2007-10-21,Houston,Tennessee,8
2007-10-21,Tampa Bay,Detroit,24
2007-10-21,Atlanta,New Orleans,30
2007-10-21,San Francisco,NY Giants,9
2007-10-21,NY Jets,Cincinnati,22
2007-10-21,Las Vegas,Kansas City,19
2007-10-21,Philadelphia,Chicago,23
2007-10-21,Minnesota,Dallas,4
2007-10-21,LA Rams,Seattle,15
2007-10-21,Pittsburgh,Denver,31
2007-10-28,Jacksonville,Indianapolis,2
2007-10-28,LA Rams,Cleveland,20
2007-10-28,Cincinnati,Pittsburgh,3
2007-10-28,Las Vegas,Tennessee,6
2007-10-28,Carolina,Indianapolis,2
2007-10-28,Miami,NY Giants,7
2007-10-28,Minnesota,Philadelphia,10
2007-10-28,Chicago,Detroit,24
2007-10-28,NY Jets,Buffalo,25
2007-10-28,Tampa Bay,Jacksonville,12
2007-10-28,Houston,LA Chargers,9
2007-10-28,San Francisco,New Orleans,26
2007-10-28,Washington,New England,1
2007-11-04,Denver,Green Bay,6
2007-11-04,Kansas City,Green Bay,6
2007-11-04,Arizona,Tampa Bay,12
2007-11-04,Denver,Detroit,21
2007-11-04,Carolina,Tennessee,7
2007-11-04,San Francisco,Atlanta,27
2007-11-04,Cincinnati,Buffalo,26
2007-11-04,Jacksonville,New Orleans,24
2007-11-04,NY Jets,Washington,14
2007-11-04,LA Chargers,Minnesota,13
2007-11-04,Seattle,Cleveland,15
2007-11-04,Las Vegas,Houston,22
2007-11-04,Indianapolis,New England,1
2007-11-04,Philadelphia,Dallas,4
2007-11-11,Baltimore,Pittsburgh,3
2007-11-11,Kansas City,Denver,31
2007-11-11,Miami,Buffalo,22
2007-11-11,Cleveland,Pittsburgh,3
2007-11-11,New Orleans,LA Rams,32
2007-11-11,Minnesota,Green Bay,5
2007-11-11,Carolina,Atlanta,27
2007-11-11,Tennessee,Jacksonville,14
2007-11-11,Washington,Philadelphia,12
2007-11-11,Baltimore,Cincinnati,26
2007-11-11,Detroit,Arizona,19
2007-11-11,Las Vegas,Chicago,23
2007-11-11,NY Giants,Dallas,4
2007-11-11,Indianapolis,LA Chargers,8
2007-11-18,San Francisco,Seattle,7
2007-11-18,New Orleans,Houston,21
2007-11-18,Cincinnati,Arizona,17
2007-11-18,Miami,Philadelphia,11
2007-11-18,Kansas City,Indianapolis,2
2007-11-18,Carolina,Green Bay,5
2007-11-18,Baltimore,Cleveland,14
2007-11-18,Detroit,NY Giants,8
2007-11-18,LA Chargers,Jacksonville,10
2007-11-18,Las Vegas,Minnesota,15
2007-11-18,Atlanta,Tampa Bay,12
2007-11-18,Pittsburgh,NY Jets,28
2007-11-18,Washington,Dallas,4
2007-11-18,San Francisco,LA Rams,32
2007-11-18,Chicago,Seattle,7
2007-11-18,Buffalo,New England,1
2007-11-25,Tennessee,Denver,27
2007-11-25,Detroit,Green Bay,5
2007-11-25,NY Jets,Dallas,3
2007-11-25,Atlanta,Indianapolis,2
2007-11-25,LA Rams,Seattle,8
2007-11-25,Kansas City,Las Vegas,24
2007-11-25,Washington,Tampa Bay,6
2007-11-25,Tennessee,Cincinnati,20
2007-11-25,NY Giants,Minnesota,16
2007-11-25,Buffalo,Jacksonville,10
2007-11-25,Carolina,New Orleans,22
2007-11-25,Houston,Cleveland,14
2007-11-25,Arizona,San Francisco,32
2007-11-25,Baltimore,LA Chargers,7
2007-11-25,Denver,Chicago,18
2007-11-25,Philadelphia,New England,1
2007-12-02,Miami,Pittsburgh,4
2007-12-02,Green Bay,Dallas,3
2007-12-02,Kansas City,LA Chargers,6
2007-12-02,Atlanta,LA Rams,32
2007-12-02,Philadelphia,Seattle,8
2007-12-02,Washington,Buffalo,27
2007-12-02,Houston,Tennessee,18
2007-12-02,Jacksonville,Indianapolis,2
2007-12-02,Miami,NY Jets,29
2007-12-02,San Francisco,Carolina,28
2007-12-02,Detroit,Minnesota,11
2007-12-02,Denver,Las Vegas,23
2007-12-02,Cleveland,Arizona,20
2007-12-02,New Orleans,Tampa Bay,7
2007-12-02,Chicago,NY Giants,12
2007-12-02,Cincinnati,Pittsburgh,4
2007-12-09,Baltimore,New England,1
2007-12-09,Chicago,Washington,14
2007-12-09,Tampa Bay,Houston,20
2007-12-09,Philadelphia,NY Giants,12
2007-12-09,Miami,Buffalo,27
2007-12-09,Tennessee,LA Chargers,6
2007-12-09,Las Vegas,Green Bay,5
2007-12-09,LA Rams,Cincinnati,16
2007-12-09,Carolina,Jacksonville,10
2007-12-09,Detroit,Dallas,2
2007-12-09,San Francisco,Minnesota,7
2007-12-09,Arizona,Seattle,8
2007-12-09,Kansas City,Denver,28
2007-12-09,NY Jets,Cleveland,13
2007-12-09,Pittsburgh,New England,1
2007-12-09,Baltimore,Indianapolis,3
2007-12-16,Atlanta,New Orleans,14
2007-12-16,Denver,Houston,15
2007-12-16,Cincinnati,San Francisco,32
2007-12-16,LA Rams,Green Bay,4
2007-12-16,Kansas City,Tennessee,17
2007-12-16,NY Jets,New England,1
2007-12-16,Seattle,Carolina,28
2007-12-16,Pittsburgh,Jacksonville,7
2007-12-16,Arizona,New Orleans,14
2007-12-16,Atlanta,Tampa Bay,10
2007-12-16,Buffalo,Cleveland,13
2007-12-16,Baltimore,Miami,30
2007-12-16,Las Vegas,Indianapolis,2
2007-12-16,Dallas,Philadelphia,11
2007-12-16,Detroit,LA Chargers,6
2007-12-16,NY Giants,Washington,16
2007-12-23,Chicago,Minnesota,8
2007-12-23,LA Rams,Pittsburgh,6
2007-12-23,Carolina,Dallas,4
2007-12-23,Buffalo,NY Giants,14
2007-12-23,Houston,Indianapolis,2
2007-12-23,New Orleans,Philadelphia,11
2007-12-23,Kansas City,Detroit,22
2007-12-23,Cleveland,Cincinnati,18
2007-12-23,Las Vegas,Jacksonville,7
2007-12-23,Green Bay,Chicago,19
2007-12-23,Atlanta,Arizona,20
2007-12-23,Tampa Bay,San Francisco,31
2007-12-23,Miami,New England,1
2007-12-23,NY Jets,Tennessee,17
2007-12-23,Baltimore,Seattle,10
2007-12-23,Minnesota,Washington,12
2007-12-30,Denver,LA Chargers,6
2007-12-30,NY Giants,New England,1
2007-12-30,New Orleans,Chicago,14
2007-12-30,Buffalo,Philadelphia,9
2007-12-30,Detroit,Green Bay,4
2007-12-30,Tampa Bay,Carolina,25
2007-12-30,Jacksonville,Houston,17
2007-12-30,Miami,Cincinnati,19
2007-12-30,San Francisco,Cleveland,15
2007-12-30,Seattle,Atlanta,32
2007-12-30,LA Rams,Arizona,20
2007-12-30,Kansas City,NY Jets,22
2007-12-30,Dallas,Washington,13
2007-12-30,Las Vegas,LA Chargers,6
2007-12-30,Minnesota,Denver,24
2007-12-30,Pittsburgh,Baltimore,28
2007-12-30,Indianapolis,Tennessee,16
2008-01-06,Washington,Seattle,8
2008-01-06,Pittsburgh,Jacksonville,6
2008-01-06,Tampa Bay,NY Giants,13
2008-01-06,Tennessee,LA Chargers,5
2008-01-13,Seattle,Green Bay,3
2008-01-13,Jacksonville,New England,1
2008-01-13,Indianapolis,LA Chargers,5
2008-01-13,Dallas,NY Giants,11
2008-01-20,LA Chargers,New England,1
2008-01-20,Green Bay,NY Giants,11
2008-02-03,New England,NY Giants,10
2006-09-10,Miami,Pittsburgh,1
2006-09-10,Kansas City,Cincinnati,5
2006-09-10,Tampa Bay,Baltimore,31
2006-09-10,Buffalo,New England,16
2006-09-10,Denver,LA Rams,15
2006-09-10,Houston,Philadelphia,20
2006-09-10,Carolina,Atlanta,2
2006-09-10,Tennessee,NY Jets,21
2006-09-10,Detroit,Seattle,26
2006-09-10,Cleveland,New Orleans,19
2006-09-10,Green Bay,Chicago,4
2006-09-10,San Francisco,Arizona,22
2006-09-10,Dallas,Jacksonville,29
2006-09-10,NY Giants,Indianapolis,12
2006-09-17,Washington,Minnesota,11
2006-09-17,Las Vegas,LA Chargers,1
2006-09-17,Philadelphia,NY Giants,25
2006-09-17,Las Vegas,Baltimore,2
2006-09-17,Green Bay,New Orleans,9
2006-09-17,Carolina,Minnesota,11
2006-09-17,Miami,Buffalo,16
2006-09-17,Detroit,Chicago,3
2006-09-17,Cleveland,Cincinnati,6
2006-09-17,Houston,Indianapolis,8
2006-09-17,Tampa Bay,Atlanta,4
2006-09-17,Arizona,Seattle,12
2006-09-17,LA Rams,San Francisco,19
2006-09-17,Tennessee,LA Chargers,1
2006-09-17,NY Jets,New England,17
2006-09-17,Kansas City,Denver,20
2006-09-17,Washington,Dallas,18
2006-09-24,Pittsburgh,Jacksonville,10
2006-09-24,Buffalo,NY Jets,19
2006-09-24,Pittsburgh,Cincinnati,4
2006-09-24,Jacksonville,Indianapolis,5
2006-09-24,Tennessee,Miami,26
2006-09-24,Detroit,Green Bay,30
2006-09-24,Tampa Bay,Carolina,23
2006-09-24,Houston,Washington,25
2006-09-24,Minnesota,Chicago,2
2006-09-24,Cleveland,Baltimore,3
2006-09-24,San Francisco,Philadelphia,13
2006-09-24,Arizona,LA Rams,17
2006-09-24,NY Giants,Seattle,9
2006-09-24,New England,Denver,21
2006-10-01,Atlanta,New Orleans,5
2006-10-01,San Francisco,Kansas City,22
2006-10-01,New Orleans,Carolina,23
2006-10-01,LA Chargers,Baltimore,3
2006-10-01,Miami,Houston,32
2006-10-01,Minnesota,Buffalo,16
2006-10-01,NY Jets,Indianapolis,6
2006-10-01,Arizona,Atlanta,13
2006-10-01,Tennessee,Dallas,9
2006-10-01,Detroit,LA Rams,14
2006-10-01,Jacksonville,Washington,19
2006-10-01,Las Vegas,Cleveland,25
2006-10-01,Cincinnati,New England,18
2006-10-01,Seattle,Chicago,2
2006-10-08,Green Bay,Philadelphia,5
2006-10-08,Green Bay,LA Rams,18
2006-10-08,Tennessee,Indianapolis,7
2006-10-08,Cleveland,Carolina,22
2006-10-08,Miami,New England,8
2006-10-08,Washington,NY Giants,19
2006-10-08,Tampa Bay,New Orleans,6
2006-10-08,Buffalo,Chicago,1
2006-10-08,Detroit,Minnesota,16
2006-10-08,Las Vegas,San Francisco,31
2006-10-08,Arizona,Kansas City,10
2006-10-08,NY Jets,Jacksonville,13
2006-10-08,Dallas,Philadelphia,5
2006-10-08,Pittsburgh,LA Chargers,2
2006-10-15,Baltimore,Denver,11
2006-10-15,Cincinnati,Tampa Bay,26
2006-10-15,Houston,Dallas,6
2006-10-15,Baltimore,Carolina,18
2006-10-15,LA Rams,Seattle,17
2006-10-15,Philadelphia,New Orleans,7
2006-10-15,Washington,Tennessee,31
2006-10-15,Buffalo,Detroit,28
2006-10-15,Atlanta,NY Giants,14
2006-10-15,Kansas City,Pittsburgh,20
2006-10-15,San Francisco,LA Chargers,2
2006-10-15,Miami,NY Jets,23
2006-10-15,Las Vegas,Denver,11
2006-10-22,Arizona,Chicago,1
2006-10-22,LA Chargers,Kansas City,19
2006-10-22,Miami,Green Bay,28
2006-10-22,Buffalo,New England,8
2006-10-22,Philadelphia,Tampa Bay,26
2006-10-22,Jacksonville,Houston,32
2006-10-22,Detroit,NY Jets,23
2006-10-22,Carolina,Cincinnati,13
2006-10-22,Pittsburgh,Atlanta,14
2006-10-22,Cleveland,Denver,12
2006-10-22,Washington,Indianapolis,11
2006-10-22,Arizona,Las Vegas,30
2006-10-22,Seattle,Minnesota,15
2006-10-29,Dallas,NY Giants,5
2006-10-29,Seattle,Kansas City,18
2006-10-29,Cincinnati,Atlanta,15
2006-10-29,Houston,Tennessee,30
2006-10-29,Arizona,Green Bay,23
2006-10-29,San Francisco,Chicago,1
2006-10-29,New Orleans,Baltimore,6
2006-10-29,Tampa Bay,NY Giants,5
2006-10-29,Philadelphia,Jacksonville,13
2006-10-29,LA Rams,LA Chargers,2
2006-10-29,Denver,Indianapolis,8
2006-10-29,Pittsburgh,Las Vegas,31
2006-10-29,NY Jets,Cleveland,22
2006-10-29,Carolina,Dallas,7
2006-11-05,Minnesota,New England,3
2006-11-05,Chicago,Miami,26
2006-11-05,Tampa Bay,New Orleans,12
2006-11-05,Green Bay,Buffalo,24
2006-11-05,Dallas,Washington,20
2006-11-05,Houston,NY Giants,6
2006-11-05,Cincinnati,Baltimore,5
2006-11-05,LA Rams,Kansas City,16
2006-11-05,Atlanta,Detroit,27
2006-11-05,Tennessee,Jacksonville,9
2006-11-05,Minnesota,San Francisco,32
2006-11-05,Pittsburgh,Denver,10
2006-11-05,Cleveland,LA Chargers,2
2006-11-05,New England,Indianapolis,7
2006-11-12,Las Vegas,Seattle,17
2006-11-12,New England,NY Jets,24
2006-11-12,Buffalo,Indianapolis,5
2006-11-12,Washington,Philadelphia,10
2006-11-12,Tennessee,Baltimore,7
2006-11-12,Jacksonville,Houston,27
2006-11-12,Cincinnati,LA Chargers,2
2006-11-12,Kansas City,Miami,19
2006-11-12,Detroit,San Francisco,32
2006-11-12,Atlanta,Cleveland,22
2006-11-12,Minnesota,Green Bay,25
2006-11-12,Las Vegas,Denver,9
2006-11-12,New Orleans,Pittsburgh,13
2006-11-12,Arizona,Dallas,4
2006-11-12,LA Rams,Seattle,17
2006-11-12,NY Giants,Chicago,1
2006-11-19,Tampa Bay,Carolina,16
2006-11-19,Las Vegas,Kansas City,13
2006-11-19,Philadelphia,Tennessee,30
2006-11-19,LA Rams,Carolina,16
2006-11-19,Atlanta,Baltimore,6
2006-11-19,Green Bay,New England,4
2006-11-19,New Orleans,Cincinnati,14
2006-11-19,Washington,Tampa Bay,29
2006-11-19,Cleveland,Pittsburgh,12
2006-11-19,Houston,Buffalo,23
2006-11-19,Minnesota,Miami,17
2006-11-19,NY Jets,Chicago,1
2006-11-19,Detroit,Arizona,31
2006-11-19,Seattle,San Francisco,32
2006-11-19,Indianapolis,Dallas,3
2006-11-19,Denver,LA Chargers,2
2006-11-26,NY Giants,Jacksonville,6
2006-11-26,Detroit,Miami,15
2006-11-26,Tampa Bay,Dallas,4
2006-11-26,Denver,Kansas City,13
2006-11-26,Jacksonville,Buffalo,18
2006-11-26,Pittsburgh,Baltimore,5
2006-11-26,San Francisco,LA Rams,23
2006-11-26,Houston,NY Jets,20
2006-11-26,Carolina,Washington,24
2006-11-26,Cleveland,Cincinnati,11
2006-11-26,Atlanta,New Orleans,14
2006-11-26,Arizona,Minnesota,17
2006-11-26,Las Vegas,LA Chargers,2
2006-11-26,NY Giants,Tennessee,26
2006-11-26,Chicago,New England,3
2006-11-26,Philadelphia,Indianapolis,7
2006-12-03,Green Bay,Seattle,20
